time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,ts
20200804:1430,0.0,0.0,0.0,0.0,27.12,3.66,0.0,2020-08-04 14:30:00+00:00
20200804:1530,0.0,0.0,0.0,0.0,27.03,3.52,0.0,2020-08-04 15:30:00+00:00
20200804:1630,0.0,0.0,0.0,0.0,26.91,3.31,0.0,2020-08-04 16:30:00+00:00
20200804:1730,0.0,0.0,0.0,0.0,26.81,3.1,0.0,2020-08-04 17:30:00+00:00
20200804:1830,0.0,0.0,0.0,0.0,26.74,2.9,0.0,2020-08-04 18:30:00+00:00
20200804:1930,0.0,0.0,0.0,0.0,26.67,2.76,0.0,2020-08-04 19:30:00+00:00
20200804:2030,0.0,0.0,0.0,0.0,26.62,3.03,0.0,2020-08-04 20:30:00+00:00
20200804:2130,0.0,0.0,0.0,0.0,26.47,3.86,0.0,2020-08-04 21:30:00+00:00
20200804:2230,0.0,0.0,0.0,0.0,26.18,2.97,0.0,2020-08-04 22:30:00+00:00
20200804:2330,0.0,0.0,0.0,-2.53,26.2,2.69,0.0,2020-08-04 23:30:00+00:00
20200805:0030,20.35,39.3,0.0,10.59,26.37,3.1,0.0,2020-08-05 00:30:00+00:00
20200805:0130,7.1,63.7,0.0,24.11,26.76,3.38,0.0,2020-08-05 01:30:00+00:00
20200805:0230,27.05,123.5,0.0,37.82,27.01,3.79,0.0,2020-08-05 02:30:00+00:00
20200805:0330,56.25,161.0,0.0,51.62,27.46,3.31,0.0,2020-08-05 03:30:00+00:00
20200805:0430,35.95,178.05,0.0,65.36,28.08,3.52,0.0,2020-08-05 04:30:00+00:00
20200805:0530,202.8,285.45,0.0,78.49,28.17,3.52,0.0,2020-08-05 05:30:00+00:00
20200805:0630,70.7,135.25,0.0,82.67,29.75,3.66,0.0,2020-08-05 06:30:00+00:00
20200805:0730,246.7,232.85,0.0,70.73,28.19,4.97,0.0,2020-08-05 07:30:00+00:00
20200805:0830,138.4,179.4,0.0,57.1,29.27,5.1,0.0,2020-08-05 08:30:00+00:00
20200805:0930,169.15,120.45,0.0,43.3,28.93,5.24,0.0,2020-08-05 09:30:00+00:00
20200805:1030,81.15,95.9,0.0,29.54,28.87,4.69,0.0,2020-08-05 10:30:00+00:00
20200805:1130,35.2,44.5,0.0,15.93,28.73,4.07,0.0,2020-08-05 11:30:00+00:00
20200805:1230,1.2,6.42,0.0,2.58,28.43,4.34,0.0,2020-08-05 12:30:00+00:00
20200805:1330,0.0,0.0,0.0,0.0,27.87,3.86,0.0,2020-08-05 13:30:00+00:00
20200805:1430,0.0,0.0,0.0,0.0,27.54,3.86,0.0,2020-08-05 14:30:00+00:00
20200805:1530,0.0,0.0,0.0,0.0,27.4,4.14,0.0,2020-08-05 15:30:00+00:00
20200805:1630,0.0,0.0,0.0,0.0,27.36,4.69,0.0,2020-08-05 16:30:00+00:00
20200805:1730,0.0,0.0,0.0,0.0,27.34,4.76,0.0,2020-08-05 17:30:00+00:00
20200805:1830,0.0,0.0,0.0,0.0,27.27,5.03,0.0,2020-08-05 18:30:00+00:00
20200805:1930,0.0,0.0,0.0,0.0,26.26,3.79,0.0,2020-08-05 19:30:00+00:00
20200805:2030,0.0,0.0,0.0,0.0,26.27,3.45,0.0,2020-08-05 20:30:00+00:00
20200805:2130,0.0,0.0,0.0,0.0,26.0,2.9,0.0,2020-08-05 21:30:00+00:00
20200805:2230,0.0,0.0,0.0,0.0,25.89,2.83,0.0,2020-08-05 22:30:00+00:00
20200805:2330,0.0,0.0,0.0,-2.62,25.83,3.03,0.0,2020-08-05 23:30:00+00:00
20200806:0030,0.7,29.55,0.0,10.51,25.84,3.24,0.0,2020-08-06 00:30:00+00:00
20200806:0130,22.7,120.9,0.0,24.05,26.12,3.1,0.0,2020-08-06 01:30:00+00:00
20200806:0230,25.55,173.5,0.0,37.77,26.85,4.21,0.0,2020-08-06 02:30:00+00:00
20200806:0330,119.95,261.85,0.0,51.56,27.56,4.07,0.0,2020-08-06 03:30:00+00:00
20200806:0430,318.5,320.35,0.0,65.3,28.55,4.07,0.0,2020-08-06 04:30:00+00:00
20200806:0530,327.1,316.5,0.0,78.36,29.99,4.21,0.0,2020-08-06 05:30:00+00:00
20200806:0630,143.45,349.0,0.0,82.43,31.04,3.93,0.0,2020-08-06 06:30:00+00:00
20200806:0730,66.8,311.45,0.0,70.61,30.45,2.97,0.0,2020-08-06 07:30:00+00:00
20200806:0830,45.25,214.7,0.0,57.0,29.7,3.59,0.0,2020-08-06 08:30:00+00:00
20200806:0930,9.5,98.05,0.0,43.2,28.7,3.72,0.0,2020-08-06 09:30:00+00:00
20200806:1030,29.05,127.9,0.0,29.44,28.34,2.9,0.0,2020-08-06 10:30:00+00:00
20200806:1130,6.35,36.95,0.0,15.82,27.9,2.55,0.0,2020-08-06 11:30:00+00:00
20200806:1230,0.75,8.29,0.0,2.45,27.64,1.72,0.0,2020-08-06 12:30:00+00:00
20200806:1330,0.0,0.0,0.0,0.0,27.25,1.31,0.0,2020-08-06 13:30:00+00:00
20200806:1430,0.0,0.0,0.0,0.0,27.04,1.38,0.0,2020-08-06 14:30:00+00:00
20200806:1530,0.0,0.0,0.0,0.0,26.88,1.66,0.0,2020-08-06 15:30:00+00:00
20200806:1630,0.0,0.0,0.0,0.0,26.83,1.72,0.0,2020-08-06 16:30:00+00:00
20200806:1730,0.0,0.0,0.0,0.0,26.8,1.59,0.0,2020-08-06 17:30:00+00:00
20200806:1830,0.0,0.0,0.0,0.0,26.73,1.45,0.0,2020-08-06 18:30:00+00:00
20200806:1930,0.0,0.0,0.0,0.0,26.67,2.07,0.0,2020-08-06 19:30:00+00:00
20200806:2030,0.0,0.0,0.0,0.0,26.73,2.0,0.0,2020-08-06 20:30:00+00:00
20200806:2130,0.0,0.0,0.0,0.0,26.71,1.79,0.0,2020-08-06 21:30:00+00:00
20200806:2230,0.0,0.0,0.0,0.0,26.52,1.79,0.0,2020-08-06 22:30:00+00:00
20200806:2330,0.0,0.0,0.0,-2.71,26.46,2.0,0.0,2020-08-06 23:30:00+00:00
20200807:0030,7.55,46.1,0.0,10.44,26.51,2.28,0.0,2020-08-07 00:30:00+00:00
20200807:0130,71.9,108.85,0.0,23.99,27.05,1.93,0.0,2020-08-07 01:30:00+00:00
20200807:0230,216.6,153.65,0.0,37.71,27.98,2.62,0.0,2020-08-07 02:30:00+00:00
20200807:0330,246.8,209.8,0.0,51.51,29.15,2.76,0.0,2020-08-07 03:30:00+00:00
20200807:0430,365.2,264.25,0.0,65.23,30.06,2.83,0.0,2020-08-07 04:30:00+00:00
20200807:0530,261.7,312.75,0.0,78.22,31.26,2.76,0.0,2020-08-07 05:30:00+00:00
20200807:0630,94.55,220.15,0.0,82.18,31.87,2.97,0.0,2020-08-07 06:30:00+00:00
20200807:0730,134.55,241.35,0.0,70.48,30.13,2.97,0.0,2020-08-07 07:30:00+00:00
20200807:0830,93.85,296.85,0.0,56.89,30.28,3.59,0.0,2020-08-07 08:30:00+00:00
20200807:0930,31.7,174.4,0.0,43.1,29.56,3.93,0.0,2020-08-07 09:30:00+00:00
20200807:1030,53.8,151.3,0.0,29.33,28.97,2.83,0.0,2020-08-07 10:30:00+00:00
20200807:1130,22.7,81.75,0.0,15.7,29.26,2.76,0.0,2020-08-07 11:30:00+00:00
20200807:1230,1.6,11.45,0.0,2.32,29.13,2.76,0.0,2020-08-07 12:30:00+00:00
20200807:1330,0.0,0.0,0.0,0.0,28.78,2.55,0.0,2020-08-07 13:30:00+00:00
20200807:1430,0.0,0.0,0.0,0.0,28.48,2.48,0.0,2020-08-07 14:30:00+00:00
20200807:1530,0.0,0.0,0.0,0.0,28.39,2.41,0.0,2020-08-07 15:30:00+00:00
20200807:1630,0.0,0.0,0.0,0.0,28.09,2.21,0.0,2020-08-07 16:30:00+00:00
20200807:1730,0.0,0.0,0.0,0.0,27.69,1.72,0.0,2020-08-07 17:30:00+00:00
20200807:1830,0.0,0.0,0.0,0.0,27.49,1.72,0.0,2020-08-07 18:30:00+00:00
20200807:1930,0.0,0.0,0.0,0.0,27.36,1.66,0.0,2020-08-07 19:30:00+00:00
20200807:2030,0.0,0.0,0.0,0.0,27.1,1.72,0.0,2020-08-07 20:30:00+00:00
20200807:2130,0.0,0.0,0.0,0.0,26.93,1.72,0.0,2020-08-07 21:30:00+00:00
20200807:2230,0.0,0.0,0.0,0.0,26.77,1.66,0.0,2020-08-07 22:30:00+00:00
20200807:2330,0.0,0.0,0.0,-2.81,26.64,1.59,0.0,2020-08-07 23:30:00+00:00
20200808:0030,24.8,58.95,0.0,10.37,26.67,1.66,0.0,2020-08-08 00:30:00+00:00
20200808:0130,142.9,114.9,0.0,23.93,27.47,2.55,0.0,2020-08-08 01:30:00+00:00
20200808:0230,258.3,153.1,0.0,37.66,28.68,2.83,0.0,2020-08-08 02:30:00+00:00
20200808:0330,358.45,194.0,0.0,51.46,29.74,2.9,0.0,2020-08-08 03:30:00+00:00
20200808:0430,440.05,208.45,0.0,65.17,30.53,2.62,0.0,2020-08-08 04:30:00+00:00
20200808:0530,344.15,266.9,0.0,78.08,31.35,2.41,0.0,2020-08-08 05:30:00+00:00
20200808:0630,316.3,295.5,0.0,81.93,32.25,2.0,0.0,2020-08-08 06:30:00+00:00
20200808:0730,306.25,284.45,0.0,70.34,32.33,2.62,0.0,2020-08-08 07:30:00+00:00
20200808:0830,192.9,256.3,0.0,56.78,31.27,2.83,0.0,2020-08-08 08:30:00+00:00
20200808:0930,66.75,177.3,0.0,42.99,31.12,3.59,0.0,2020-08-08 09:30:00+00:00
20200808:1030,60.95,155.15,0.0,29.21,30.25,3.38,0.0,2020-08-08 10:30:00+00:00
20200808:1130,22.0,82.15,0.0,15.57,29.85,3.59,0.0,2020-08-08 11:30:00+00:00
20200808:1230,0.0,13.75,0.0,2.18,29.37,2.69,0.0,2020-08-08 12:30:00+00:00
20200808:1330,0.0,0.0,0.0,0.0,28.77,2.28,0.0,2020-08-08 13:30:00+00:00
20200808:1430,0.0,0.0,0.0,0.0,28.39,2.28,0.0,2020-08-08 14:30:00+00:00
20200808:1530,0.0,0.0,0.0,0.0,28.14,2.41,0.0,2020-08-08 15:30:00+00:00
20200808:1630,0.0,0.0,0.0,0.0,27.89,2.21,0.0,2020-08-08 16:30:00+00:00
20200808:1730,0.0,0.0,0.0,0.0,27.7,2.28,0.0,2020-08-08 17:30:00+00:00
20200808:1830,0.0,0.0,0.0,0.0,27.53,2.28,0.0,2020-08-08 18:30:00+00:00
20200808:1930,0.0,0.0,0.0,0.0,27.38,2.62,0.0,2020-08-08 19:30:00+00:00
20200808:2030,0.0,0.0,0.0,0.0,27.28,2.76,0.0,2020-08-08 20:30:00+00:00
20200808:2130,0.0,0.0,0.0,0.0,27.12,2.28,0.0,2020-08-08 21:30:00+00:00
20200808:2230,0.0,0.0,0.0,0.0,26.94,1.86,0.0,2020-08-08 22:30:00+00:00
20200808:2330,0.0,0.0,0.0,-2.9,26.64,1.79,0.0,2020-08-08 23:30:00+00:00
20200809:0030,13.3,44.85,0.0,10.29,26.56,1.86,0.0,2020-08-09 00:30:00+00:00
20200809:0130,79.0,114.15,0.0,23.87,27.12,2.41,0.0,2020-08-09 01:30:00+00:00
20200809:0230,251.8,163.5,0.0,37.61,27.81,3.52,0.0,2020-08-09 02:30:00+00:00
20200809:0330,268.6,203.25,0.0,51.41,28.93,3.17,0.0,2020-08-09 03:30:00+00:00
20200809:0430,396.5,261.1,0.0,65.1,30.02,2.83,0.0,2020-08-09 04:30:00+00:00
20200809:0530,562.55,174.05,0.0,77.94,31.08,3.03,0.0,2020-08-09 05:30:00+00:00
20200809:0630,237.1,303.85,0.0,81.67,31.85,3.59,0.0,2020-08-09 06:30:00+00:00
20200809:0730,324.3,268.2,0.0,70.2,30.82,3.72,0.0,2020-08-09 07:30:00+00:00
20200809:0830,262.9,283.95,0.0,56.66,31.38,3.66,0.0,2020-08-09 08:30:00+00:00
20200809:0930,325.4,155.4,0.0,42.88,31.9,3.45,0.0,2020-08-09 09:30:00+00:00
20200809:1030,52.75,123.8,0.0,29.1,29.73,4.07,0.0,2020-08-09 10:30:00+00:00
20200809:1130,30.75,54.75,0.0,15.45,29.16,3.03,0.0,2020-08-09 11:30:00+00:00
20200809:1230,0.0,14.0,0.0,2.04,28.96,2.9,0.0,2020-08-09 12:30:00+00:00
20200809:1330,0.0,0.0,0.0,0.0,28.58,3.03,0.0,2020-08-09 13:30:00+00:00
20200809:1430,0.0,0.0,0.0,0.0,28.34,3.1,0.0,2020-08-09 14:30:00+00:00
20200809:1530,0.0,0.0,0.0,0.0,28.12,2.97,0.0,2020-08-09 15:30:00+00:00
20200809:1630,0.0,0.0,0.0,0.0,27.84,2.69,0.0,2020-08-09 16:30:00+00:00
20200809:1730,0.0,0.0,0.0,0.0,27.61,2.69,0.0,2020-08-09 17:30:00+00:00
20200809:1830,0.0,0.0,0.0,0.0,27.43,2.83,0.0,2020-08-09 18:30:00+00:00
20200809:1930,0.0,0.0,0.0,0.0,27.46,2.69,0.0,2020-08-09 19:30:00+00:00
20200809:2030,0.0,0.0,0.0,0.0,27.38,2.48,0.0,2020-08-09 20:30:00+00:00
20200809:2130,0.0,0.0,0.0,0.0,27.18,2.14,0.0,2020-08-09 21:30:00+00:00
20200809:2230,0.0,0.0,0.0,0.0,26.96,2.07,0.0,2020-08-09 22:30:00+00:00
20200809:2330,0.0,0.0,0.0,-2.99,26.8,1.93,0.0,2020-08-09 23:30:00+00:00
20200810:0030,9.9,44.3,0.0,10.22,26.6,2.21,0.0,2020-08-10 00:30:00+00:00
20200810:0130,69.3,106.55,0.0,23.81,26.94,2.14,0.0,2020-08-10 01:30:00+00:00
20200810:0230,184.6,149.05,0.0,37.56,27.74,2.69,0.0,2020-08-10 02:30:00+00:00
20200810:0330,287.9,198.75,0.0,51.36,28.73,2.55,0.0,2020-08-10 03:30:00+00:00
20200810:0430,336.35,240.3,0.0,65.03,29.81,2.62,0.0,2020-08-10 04:30:00+00:00
20200810:0530,69.65,269.9,0.0,77.78,31.19,3.1,0.0,2020-08-10 05:30:00+00:00
20200810:0630,254.3,297.7,0.0,81.4,30.48,3.1,0.0,2020-08-10 06:30:00+00:00
20200810:0730,231.6,272.85,0.0,70.05,31.77,3.31,0.0,2020-08-10 07:30:00+00:00
20200810:0830,236.3,241.2,0.0,56.54,31.1,3.72,0.0,2020-08-10 08:30:00+00:00
20200810:0930,134.05,158.4,0.0,42.76,30.01,3.1,0.0,2020-08-10 09:30:00+00:00
20200810:1030,128.15,125.25,0.0,28.98,30.15,3.03,0.0,2020-08-10 10:30:00+00:00
20200810:1130,53.1,66.1,0.0,15.31,30.25,2.9,0.0,2020-08-10 11:30:00+00:00
20200810:1230,0.0,9.9,0.0,1.89,29.56,2.62,0.0,2020-08-10 12:30:00+00:00
20200810:1330,0.0,0.0,0.0,0.0,28.78,2.55,0.0,2020-08-10 13:30:00+00:00
20200810:1430,0.0,0.0,0.0,0.0,28.26,2.55,0.0,2020-08-10 14:30:00+00:00
20200810:1530,0.0,0.0,0.0,0.0,27.9,2.34,0.0,2020-08-10 15:30:00+00:00
20200810:1630,0.0,0.0,0.0,0.0,27.6,2.14,0.0,2020-08-10 16:30:00+00:00
20200810:1730,0.0,0.0,0.0,0.0,27.48,1.93,0.0,2020-08-10 17:30:00+00:00
20200810:1830,0.0,0.0,0.0,0.0,27.28,1.66,0.0,2020-08-10 18:30:00+00:00
20200810:1930,0.0,0.0,0.0,0.0,27.6,1.72,0.0,2020-08-10 19:30:00+00:00
20200810:2030,0.0,0.0,0.0,0.0,27.45,1.59,0.0,2020-08-10 20:30:00+00:00
20200810:2130,0.0,0.0,0.0,0.0,27.34,1.52,0.0,2020-08-10 21:30:00+00:00
20200810:2230,0.0,0.0,0.0,0.0,27.2,1.52,0.0,2020-08-10 22:30:00+00:00
20200810:2330,0.0,0.0,0.0,-3.08,27.01,1.59,0.0,2020-08-10 23:30:00+00:00
20200811:0030,29.9,44.6,0.0,10.15,26.69,1.86,0.0,2020-08-11 00:30:00+00:00
20200811:0130,67.45,108.1,0.0,23.75,27.34,1.93,0.0,2020-08-11 01:30:00+00:00
20200811:0230,210.85,139.3,0.0,37.51,28.05,2.14,0.0,2020-08-11 02:30:00+00:00
20200811:0330,365.95,208.9,0.0,51.3,29.04,1.72,0.0,2020-08-11 03:30:00+00:00
20200811:0430,205.05,277.7,0.0,64.96,30.68,1.66,0.0,2020-08-11 04:30:00+00:00
20200811:0530,334.55,286.2,0.0,77.63,31.25,1.52,0.0,2020-08-11 05:30:00+00:00
20200811:0630,114.35,313.9,0.0,81.13,32.28,1.38,0.0,2020-08-11 06:30:00+00:00
20200811:0730,109.25,285.7,0.0,69.89,30.4,3.1,0.0,2020-08-11 07:30:00+00:00
20200811:0830,188.85,276.35,0.0,56.41,30.35,2.69,0.0,2020-08-11 08:30:00+00:00
20200811:0930,159.35,202.05,0.0,42.64,30.84,2.83,0.0,2020-08-11 09:30:00+00:00
20200811:1030,113.95,141.65,0.0,28.85,31.13,2.97,0.0,2020-08-11 10:30:00+00:00
20200811:1130,54.35,74.55,0.0,15.18,31.06,2.69,0.0,2020-08-11 11:30:00+00:00
20200811:1230,0.0,12.0,0.0,1.74,30.52,2.07,0.0,2020-08-11 12:30:00+00:00
20200811:1330,0.0,0.0,0.0,0.0,29.75,2.21,0.0,2020-08-11 13:30:00+00:00
20200811:1430,0.0,0.0,0.0,0.0,29.1,2.28,0.0,2020-08-11 14:30:00+00:00
20200811:1530,0.0,0.0,0.0,0.0,28.8,2.41,0.0,2020-08-11 15:30:00+00:00
20200811:1630,0.0,0.0,0.0,0.0,28.51,2.41,0.0,2020-08-11 16:30:00+00:00
20200811:1730,0.0,0.0,0.0,0.0,28.26,2.34,0.0,2020-08-11 17:30:00+00:00
20200811:1830,0.0,0.0,0.0,0.0,27.94,2.21,0.0,2020-08-11 18:30:00+00:00
20200811:1930,0.0,0.0,0.0,0.0,27.96,2.28,0.0,2020-08-11 19:30:00+00:00
20200811:2030,0.0,0.0,0.0,0.0,27.87,2.21,0.0,2020-08-11 20:30:00+00:00
20200811:2130,0.0,0.0,0.0,0.0,27.9,1.79,0.0,2020-08-11 21:30:00+00:00
20200811:2230,0.0,0.0,0.0,0.0,27.66,1.72,0.0,2020-08-11 22:30:00+00:00
20200811:2330,0.0,0.0,0.0,-3.17,27.45,1.66,0.0,2020-08-11 23:30:00+00:00
20200812:0030,27.9,52.3,0.0,10.08,27.36,1.66,0.0,2020-08-12 00:30:00+00:00
20200812:0130,151.65,100.6,0.0,23.69,28.07,1.79,0.0,2020-08-12 01:30:00+00:00
20200812:0230,295.35,138.3,0.0,37.45,29.19,2.48,0.0,2020-08-12 02:30:00+00:00
20200812:0330,444.55,172.7,0.0,51.25,30.27,2.62,0.0,2020-08-12 03:30:00+00:00
20200812:0430,566.45,194.65,0.0,64.88,31.39,2.55,0.0,2020-08-12 04:30:00+00:00
20200812:0530,552.65,234.9,0.0,77.47,32.38,2.62,0.0,2020-08-12 05:30:00+00:00
20200812:0630,407.85,202.35,0.0,80.85,33.25,2.62,0.0,2020-08-12 06:30:00+00:00
20200812:0730,459.25,217.4,0.0,69.72,32.27,2.69,0.0,2020-08-12 07:30:00+00:00
20200812:0830,299.45,229.8,0.0,56.28,32.67,3.24,0.0,2020-08-12 08:30:00+00:00
20200812:0930,192.7,171.0,0.0,42.51,31.69,2.97,0.0,2020-08-12 09:30:00+00:00
20200812:1030,108.5,127.2,0.0,28.72,30.76,2.34,0.0,2020-08-12 10:30:00+00:00
20200812:1130,27.1,51.2,0.0,15.04,29.43,2.14,0.0,2020-08-12 11:30:00+00:00
20200812:1230,0.0,9.5,0.0,1.58,28.65,2.41,0.0,2020-08-12 12:30:00+00:00
20200812:1330,0.0,0.0,0.0,0.0,28.0,1.79,0.0,2020-08-12 13:30:00+00:00
20200812:1430,0.0,0.0,0.0,0.0,27.74,1.66,0.0,2020-08-12 14:30:00+00:00
20200812:1530,0.0,0.0,0.0,0.0,27.6,1.86,0.0,2020-08-12 15:30:00+00:00
20200812:1630,0.0,0.0,0.0,0.0,27.44,2.0,0.0,2020-08-12 16:30:00+00:00
20200812:1730,0.0,0.0,0.0,0.0,27.34,2.0,0.0,2020-08-12 17:30:00+00:00
20200812:1830,0.0,0.0,0.0,0.0,27.13,2.28,0.0,2020-08-12 18:30:00+00:00
20200812:1930,0.0,0.0,0.0,0.0,27.53,2.41,0.0,2020-08-12 19:30:00+00:00
20200812:2030,0.0,0.0,0.0,0.0,27.36,2.55,0.0,2020-08-12 20:30:00+00:00
20200812:2130,0.0,0.0,0.0,0.0,27.14,2.41,0.0,2020-08-12 21:30:00+00:00
20200812:2230,0.0,0.0,0.0,0.0,26.93,2.28,0.0,2020-08-12 22:30:00+00:00
20200812:2330,0.0,0.0,0.0,-3.26,26.65,2.21,0.0,2020-08-12 23:30:00+00:00
20200813:0030,23.7,41.55,0.0,10.01,26.56,2.34,0.0,2020-08-13 00:30:00+00:00
20200813:0130,140.3,106.1,0.0,23.63,26.91,3.03,0.0,2020-08-13 01:30:00+00:00
20200813:0230,218.0,151.75,0.0,37.4,28.03,3.66,0.0,2020-08-13 02:30:00+00:00
20200813:0330,347.55,145.85,0.0,51.2,29.03,3.72,0.0,2020-08-13 03:30:00+00:00
20200813:0430,478.0,185.8,0.0,64.8,30.07,3.66,0.0,2020-08-13 04:30:00+00:00
20200813:0530,481.4,211.7,0.0,77.3,31.0,3.59,0.0,2020-08-13 05:30:00+00:00
20200813:0630,647.15,200.8,0.0,80.57,31.76,3.79,0.0,2020-08-13 06:30:00+00:00
20200813:0730,500.8,202.8,0.0,69.55,32.4,3.79,0.0,2020-08-13 07:30:00+00:00
20200813:0830,500.45,158.75,0.0,56.14,32.36,3.66,0.0,2020-08-13 08:30:00+00:00
20200813:0930,260.7,183.15,0.0,42.38,32.26,3.72,0.0,2020-08-13 09:30:00+00:00
20200813:1030,168.85,107.95,0.0,28.58,31.35,3.93,0.0,2020-08-13 10:30:00+00:00
20200813:1130,75.25,61.5,0.0,14.89,31.07,3.72,0.0,2020-08-13 11:30:00+00:00
20200813:1230,0.0,9.75,0.0,1.43,30.51,3.45,0.0,2020-08-13 12:30:00+00:00
20200813:1330,0.0,0.0,0.0,0.0,29.82,3.24,0.0,2020-08-13 13:30:00+00:00
20200813:1430,0.0,0.0,0.0,0.0,29.38,3.1,0.0,2020-08-13 14:30:00+00:00
20200813:1530,0.0,0.0,0.0,0.0,28.8,2.69,0.0,2020-08-13 15:30:00+00:00
20200813:1630,0.0,0.0,0.0,0.0,28.3,2.48,0.0,2020-08-13 16:30:00+00:00
20200813:1730,0.0,0.0,0.0,0.0,27.9,2.41,0.0,2020-08-13 17:30:00+00:00
20200813:1830,0.0,0.0,0.0,0.0,27.57,2.34,0.0,2020-08-13 18:30:00+00:00
20200813:1930,0.0,0.0,0.0,0.0,27.48,1.79,0.0,2020-08-13 19:30:00+00:00
20200813:2030,0.0,0.0,0.0,0.0,27.26,2.07,0.0,2020-08-13 20:30:00+00:00
20200813:2130,0.0,0.0,0.0,0.0,27.08,2.34,0.0,2020-08-13 21:30:00+00:00
20200813:2230,0.0,0.0,0.0,0.0,27.02,2.69,0.0,2020-08-13 22:30:00+00:00
20200813:2330,0.0,0.0,0.0,-3.34,26.97,2.76,0.0,2020-08-13 23:30:00+00:00
20200814:0030,31.1,46.0,0.0,9.94,26.97,2.69,0.0,2020-08-14 00:30:00+00:00
20200814:0130,145.85,100.65,0.0,23.58,27.57,3.38,0.0,2020-08-14 01:30:00+00:00
20200814:0230,126.5,203.1,0.0,37.35,28.8,4.69,0.0,2020-08-14 02:30:00+00:00
20200814:0330,335.3,177.55,0.0,51.14,29.64,5.03,0.0,2020-08-14 03:30:00+00:00
20200814:0430,495.65,178.2,0.0,64.72,30.48,5.17,0.0,2020-08-14 04:30:00+00:00
20200814:0530,596.2,198.55,0.0,77.12,31.47,4.48,0.0,2020-08-14 05:30:00+00:00
20200814:0630,402.55,193.2,0.0,80.28,32.02,4.14,0.0,2020-08-14 06:30:00+00:00
20200814:0730,467.55,220.25,0.0,69.37,31.56,3.66,0.0,2020-08-14 07:30:00+00:00
20200814:0830,309.1,268.75,0.0,55.99,32.07,4.0,0.0,2020-08-14 08:30:00+00:00
20200814:0930,147.75,183.5,0.0,42.24,32.01,4.14,0.0,2020-08-14 09:30:00+00:00
20200814:1030,88.8,118.7,0.0,28.44,30.71,3.66,0.0,2020-08-14 10:30:00+00:00
20200814:1130,34.15,58.85,0.0,14.74,29.64,3.38,0.0,2020-08-14 11:30:00+00:00
20200814:1230,0.0,7.2,0.0,1.26,29.21,3.17,0.0,2020-08-14 12:30:00+00:00
20200814:1330,0.0,0.0,0.0,0.0,28.81,3.24,0.0,2020-08-14 13:30:00+00:00
20200814:1430,0.0,0.0,0.0,0.0,28.47,3.52,0.0,2020-08-14 14:30:00+00:00
20200814:1530,0.0,0.0,0.0,0.0,28.14,3.66,0.0,2020-08-14 15:30:00+00:00
20200814:1630,0.0,0.0,0.0,0.0,27.87,3.66,0.0,2020-08-14 16:30:00+00:00
20200814:1730,0.0,0.0,0.0,0.0,27.6,3.59,0.0,2020-08-14 17:30:00+00:00
20200814:1830,0.0,0.0,0.0,0.0,27.39,3.66,0.0,2020-08-14 18:30:00+00:00
20200814:1930,0.0,0.0,0.0,0.0,27.69,3.45,0.0,2020-08-14 19:30:00+00:00
20200814:2030,0.0,0.0,0.0,0.0,27.53,3.45,0.0,2020-08-14 20:30:00+00:00
20200814:2130,0.0,0.0,0.0,0.0,27.29,3.59,0.0,2020-08-14 21:30:00+00:00
20200814:2230,0.0,0.0,0.0,0.0,27.12,3.93,0.0,2020-08-14 22:30:00+00:00
20200814:2330,0.0,0.0,0.0,-3.43,27.09,4.14,0.0,2020-08-14 23:30:00+00:00
20200815:0030,1.55,37.25,0.0,9.87,27.18,4.28,0.0,2020-08-15 00:30:00+00:00
20200815:0130,42.0,105.85,0.0,23.52,27.44,3.93,0.0,2020-08-15 01:30:00+00:00
20200815:0230,138.5,148.3,0.0,37.3,27.84,5.17,0.0,2020-08-15 02:30:00+00:00
20200815:0330,177.8,190.7,0.0,51.08,28.71,5.31,0.0,2020-08-15 03:30:00+00:00
20200815:0430,293.8,270.9,0.0,64.64,29.39,4.41,0.0,2020-08-15 04:30:00+00:00
20200815:0530,233.95,268.8,0.0,76.94,30.21,4.21,0.0,2020-08-15 05:30:00+00:00
20200815:0630,105.65,261.4,0.0,79.98,30.89,4.14,0.0,2020-08-15 06:30:00+00:00
20200815:0730,184.5,227.0,0.0,69.18,30.22,4.28,0.0,2020-08-15 07:30:00+00:00
20200815:0830,221.1,231.0,0.0,55.84,30.4,4.28,0.0,2020-08-15 08:30:00+00:00
20200815:0930,234.95,150.15,0.0,42.1,30.52,4.83,0.0,2020-08-15 09:30:00+00:00
20200815:1030,107.2,115.0,0.0,28.3,30.37,4.55,0.0,2020-08-15 10:30:00+00:00
20200815:1130,14.85,51.1,0.0,14.59,29.61,3.66,0.0,2020-08-15 11:30:00+00:00
20200815:1230,0.0,7.25,0.0,1.1,29.03,3.24,0.0,2020-08-15 12:30:00+00:00
20200815:1330,0.0,0.0,0.0,0.0,28.4,3.38,0.0,2020-08-15 13:30:00+00:00
20200815:1430,0.0,0.0,0.0,0.0,27.72,3.31,0.0,2020-08-15 14:30:00+00:00
20200815:1530,0.0,0.0,0.0,0.0,27.21,3.24,0.0,2020-08-15 15:30:00+00:00
20200815:1630,0.0,0.0,0.0,0.0,27.15,3.31,0.0,2020-08-15 16:30:00+00:00
20200815:1730,0.0,0.0,0.0,0.0,27.08,3.31,0.0,2020-08-15 17:30:00+00:00
