ts,Year,GHI,Temperature,WindSpeed,P_AC_kW
2018-01-01 00:30:00+00:00,2018,0.0,13.71,2.14,0.0
2018-01-01 01:30:00+00:00,2018,91.80000000000001,13.62,2.07,9.222914962350002
2018-01-01 02:30:00+00:00,2018,273.96000000000004,15.17,1.45,26.71572684195
2018-01-01 03:30:00+00:00,2018,441.31000000000006,18.7,1.17,41.46027663910187
2018-01-01 04:30:00+00:00,2018,438.4,21.11,1.38,40.7726931904
2018-01-01 05:30:00+00:00,2018,490.9,22.73,1.79,45.0032709383875
2018-01-01 06:30:00+00:00,2018,582.76,23.73,2.0,52.50558900690999
2018-01-01 07:30:00+00:00,2018,535.81,24.38,1.93,48.453864617681866
2018-01-01 08:30:00+00:00,2018,415.85,24.69,2.0,38.18833873344687
2018-01-01 09:30:00+00:00,2018,224.85000000000002,24.67,1.86,21.197018825371877
2018-01-01 10:30:00+00:00,2018,110.85,24.25,1.72,10.629882150421873
2018-01-01 11:30:00+00:00,2018,0.0,23.32,1.52,0.0
2018-01-01 12:30:00+00:00,2018,0.0,21.67,2.14,0.0
2018-01-01 13:30:00+00:00,2018,0.0,20.09,2.07,0.0
2018-01-01 14:30:00+00:00,2018,0.0,19.08,1.72,0.0
2018-01-01 15:30:00+00:00,2018,0.0,17.9,1.72,0.0
2018-01-01 16:30:00+00:00,2018,0.0,16.99,1.93,0.0
2018-01-01 17:30:00+00:00,2018,0.0,16.37,2.14,0.0
2018-01-01 18:30:00+00:00,2018,0.0,16.02,2.07,0.0
2018-01-01 19:30:00+00:00,2018,0.0,15.86,2.14,0.0
2018-01-01 20:30:00+00:00,2018,0.0,15.75,2.28,0.0
2018-01-01 21:30:00+00:00,2018,0.0,15.69,2.55,0.0
2018-01-01 22:30:00+00:00,2018,0.0,15.62,2.69,0.0
2018-01-01 23:30:00+00:00,2018,0.0,15.44,2.62,0.0
2018-01-02 00:30:00+00:00,2018,0.0,15.07,2.55,0.0
2018-01-02 01:30:00+00:00,2018,90.2,14.76,2.48,9.02211223595
2018-01-02 02:30:00+00:00,2018,278.61,15.88,2.34,27.072097518631878
2018-01-02 03:30:00+00:00,2018,460.65999999999997,18.61,2.69,43.1815812680275
2018-01-02 04:30:00+00:00,2018,610.71,21.02,2.76,55.48077459934689
2018-01-02 05:30:00+00:00,2018,701.26,22.9,3.03,62.36138534326751
2018-01-02 06:30:00+00:00,2018,695.71,23.89,2.48,61.63639688224187
2018-01-02 07:30:00+00:00,2018,632.06,24.25,2.55,56.4168135491675
2018-01-02 08:30:00+00:00,2018,517.21,24.64,2.34,46.83953798111688
2018-01-02 09:30:00+00:00,2018,337.91,24.68,2.41,31.367628192006876
2018-01-02 10:30:00+00:00,2018,143.65,24.3,2.41,13.712302657421873
2018-01-02 11:30:00+00:00,2018,0.0,23.16,1.72,0.0
2018-01-02 12:30:00+00:00,2018,0.0,21.49,2.0,0.0
2018-01-02 13:30:00+00:00,2018,0.0,19.94,1.93,0.0
2018-01-02 14:30:00+00:00,2018,0.0,18.66,1.93,0.0
2018-01-02 15:30:00+00:00,2018,0.0,17.58,2.0,0.0
2018-01-02 16:30:00+00:00,2018,0.0,16.63,2.14,0.0
2018-01-02 17:30:00+00:00,2018,0.0,15.87,2.21,0.0
2018-01-02 18:30:00+00:00,2018,0.0,15.26,2.34,0.0
2018-01-02 19:30:00+00:00,2018,0.0,15.23,2.76,0.0
2018-01-02 20:30:00+00:00,2018,0.0,14.82,2.83,0.0
2018-01-02 21:30:00+00:00,2018,0.0,14.35,2.9,0.0
2018-01-02 22:30:00+00:00,2018,0.0,13.91,2.83,0.0
2018-01-02 23:30:00+00:00,2018,0.0,13.53,2.76,0.0
2018-01-03 00:30:00+00:00,2018,0.0,13.23,2.55,0.0
2018-01-03 01:30:00+00:00,2018,97.0,12.83,2.41,9.770143294750001
2018-01-03 02:30:00+00:00,2018,292.61,14.2,2.07,28.580573173401877
2018-01-03 03:30:00+00:00,2018,479.55999999999995,16.89,2.62,45.173888169070004
2018-01-03 04:30:00+00:00,2018,621.61,19.07,2.76,56.87856424184688
2018-01-03 05:30:00+00:00,2018,702.51,20.83,2.9,63.05380441293186
2018-01-03 06:30:00+00:00,2018,712.76,22.18,3.1,63.48877073411
2018-01-03 07:30:00+00:00,2018,652.01,22.73,3.45,58.43567622720686
2018-01-03 08:30:00+00:00,2018,526.71,23.11,3.31,47.964482357986874
2018-01-03 09:30:00+00:00,2018,350.90999999999997,23.09,3.03,32.74362652794187
2018-01-03 10:30:00+00:00,2018,152.6,22.68,2.62,14.649963073549998
2018-01-03 11:30:00+00:00,2018,0.0,21.57,1.72,0.0
2018-01-03 12:30:00+00:00,2018,0.0,20.01,1.93,0.0
2018-01-03 13:30:00+00:00,2018,0.0,18.48,1.79,0.0
2018-01-03 14:30:00+00:00,2018,0.0,16.83,1.59,0.0
2018-01-03 15:30:00+00:00,2018,0.0,15.44,1.86,0.0
2018-01-03 16:30:00+00:00,2018,0.0,14.74,2.48,0.0
2018-01-03 17:30:00+00:00,2018,0.0,14.42,2.69,0.0
2018-01-03 18:30:00+00:00,2018,0.0,13.96,2.55,0.0
2018-01-03 19:30:00+00:00,2018,0.0,13.43,2.48,0.0
2018-01-03 20:30:00+00:00,2018,0.0,12.86,2.34,0.0
2018-01-03 21:30:00+00:00,2018,0.0,12.33,2.28,0.0
2018-01-03 22:30:00+00:00,2018,0.0,11.86,2.28,0.0
2018-01-03 23:30:00+00:00,2018,0.0,11.44,2.21,0.0
2018-01-04 00:30:00+00:00,2018,0.0,11.03,2.14,0.0
2018-01-04 01:30:00+00:00,2018,98.0,10.62,2.07,9.957853450999998
2018-01-04 02:30:00+00:00,2018,296.46000000000004,12.16,1.45,29.188476135427504
2018-01-04 03:30:00+00:00,2018,487.61,15.81,1.72,46.096758052236865
2018-01-04 04:30:00+00:00,2018,633.31,18.29,2.21,58.05605085364187
2018-01-04 05:30:00+00:00,2018,716.16,20.12,2.9,64.36165727999999
2018-01-04 06:30:00+00:00,2018,710.91,21.26,2.97,63.607181516161866
2018-01-04 07:30:00+00:00,2018,655.06,21.33,3.24,59.0572129461475
2018-01-04 08:30:00+00:00,2018,533.16,21.72,3.31,48.80998693035
2018-01-04 09:30:00+00:00,2018,349.36,21.73,3.38,32.79945695356
2018-01-04 10:30:00+00:00,2018,155.2,21.28,3.1,14.982951817599997
2018-01-04 11:30:00+00:00,2018,0.0,20.26,2.0,0.0
2018-01-04 12:30:00+00:00,2018,0.0,18.63,1.93,0.0
2018-01-04 13:30:00+00:00,2018,0.0,17.39,1.79,0.0
2018-01-04 14:30:00+00:00,2018,0.0,16.13,1.59,0.0
2018-01-04 15:30:00+00:00,2018,0.0,15.11,1.52,0.0
2018-01-04 16:30:00+00:00,2018,0.0,14.8,1.72,0.0
2018-01-04 17:30:00+00:00,2018,0.0,14.18,2.14,0.0
2018-01-04 18:30:00+00:00,2018,0.0,13.91,2.34,0.0
2018-01-04 19:30:00+00:00,2018,0.0,13.11,2.41,0.0
2018-01-04 20:30:00+00:00,2018,0.0,12.87,2.55,0.0
2018-01-04 21:30:00+00:00,2018,0.0,12.64,2.55,0.0
2018-01-04 22:30:00+00:00,2018,0.0,12.3,2.41,0.0
2018-01-04 23:30:00+00:00,2018,0.0,11.9,2.28,0.0
2018-01-05 00:30:00+00:00,2018,0.0,11.56,2.21,0.0
2018-01-05 01:30:00+00:00,2018,95.80000000000001,11.29,2.21,9.710843663950001
2018-01-05 02:30:00+00:00,2018,292.40999999999997,12.65,1.79,28.746430939276866
2018-01-05 03:30:00+00:00,2018,483.46000000000004,16.06,2.07,45.6807362063275
2018-01-05 04:30:00+00:00,2018,628.76,18.72,2.34,57.56522345915
2018-01-05 05:30:00+00:00,2018,711.31,20.5,2.83,63.859586978651876
2018-01-05 06:30:00+00:00,2018,700.06,21.54,2.69,62.65324540540749
2018-01-05 07:30:00+00:00,2018,643.26,21.76,3.1,57.9773274991275
2018-01-05 08:30:00+00:00,2018,513.16,22.14,2.9,47.021874939069995
2018-01-05 09:30:00+00:00,2018,351.61,22.24,2.76,32.92756947821688
2018-01-05 10:30:00+00:00,2018,158.25,21.87,2.55,15.233214897046874
2018-01-05 11:30:00+00:00,2018,9.1,20.77,1.79,0.8973277733875001
2018-01-05 12:30:00+00:00,2018,0.0,19.03,2.07,0.0
2018-01-05 13:30:00+00:00,2018,0.0,17.56,2.0,0.0
2018-01-05 14:30:00+00:00,2018,0.0,16.36,1.72,0.0
2018-01-05 15:30:00+00:00,2018,0.0,15.1,1.52,0.0
2018-01-05 16:30:00+00:00,2018,0.0,14.21,1.31,0.0
2018-01-05 17:30:00+00:00,2018,0.0,14.0,1.1,0.0
2018-01-05 18:30:00+00:00,2018,0.0,13.35,1.17,0.0
2018-01-05 19:30:00+00:00,2018,0.0,11.79,2.0,0.0
2018-01-05 20:30:00+00:00,2018,0.0,11.58,2.21,0.0
2018-01-05 21:30:00+00:00,2018,0.0,11.58,2.41,0.0
2018-01-05 22:30:00+00:00,2018,0.0,11.39,2.34,0.0
2018-01-05 23:30:00+00:00,2018,0.0,11.04,2.28,0.0
2018-01-06 00:30:00+00:00,2018,0.0,10.62,2.14,0.0
2018-01-06 01:30:00+00:00,2018,97.30000000000001,10.22,2.07,9.903449059787501
2018-01-06 02:30:00+00:00,2018,296.90999999999997,11.5,1.52,29.310914987251866
2018-01-06 03:30:00+00:00,2018,489.51,15.05,1.86,46.41609978577688
2018-01-06 04:30:00+00:00,2018,636.76,17.48,2.14,58.55447389291
2018-01-06 05:30:00+00:00,2018,721.26,19.27,2.41,65.02293099438751
2018-01-06 06:30:00+00:00,2018,735.01,20.57,2.55,65.74457613592186
2018-01-06 07:30:00+00:00,2018,676.11,21.31,2.83,60.77930097411188
2018-01-06 08:30:00+00:00,2018,550.31,21.82,2.97,50.23746851019688
2018-01-06 09:30:00+00:00,2018,371.51,21.9,2.97,34.74850178712688
2018-01-06 10:30:00+00:00,2018,165.75,21.42,2.83,15.969728622046874
2018-01-06 11:30:00+00:00,2018,9.55,20.09,1.93,0.944292067871875
2018-01-06 12:30:00+00:00,2018,0.0,18.22,2.14,0.0
2018-01-06 13:30:00+00:00,2018,0.0,16.6,1.86,0.0
2018-01-06 14:30:00+00:00,2018,0.0,14.8,1.52,0.0
2018-01-06 15:30:00+00:00,2018,0.0,13.66,1.24,0.0
2018-01-06 16:30:00+00:00,2018,0.0,13.88,0.97,0.0
2018-01-06 17:30:00+00:00,2018,0.0,13.75,0.83,0.0
2018-01-06 18:30:00+00:00,2018,0.0,13.07,0.9,0.0
2018-01-06 19:30:00+00:00,2018,0.0,9.83,2.21,0.0
2018-01-06 20:30:00+00:00,2018,0.0,9.69,2.34,0.0
2018-01-06 21:30:00+00:00,2018,0.0,9.63,2.41,0.0
2018-01-06 22:30:00+00:00,2018,0.0,9.46,2.28,0.0
2018-01-06 23:30:00+00:00,2018,0.0,9.15,2.14,0.0
2018-01-07 00:30:00+00:00,2018,0.0,8.73,1.93,0.0
2018-01-07 01:30:00+00:00,2018,98.55,8.21,1.66,10.109809038346874
2018-01-07 02:30:00+00:00,2018,301.16,10.55,0.97,29.830737257630005
2018-01-07 03:30:00+00:00,2018,495.96000000000004,15.01,1.24,46.995054454590004
2018-01-07 04:30:00+00:00,2018,644.71,17.67,2.07,59.17037348849688
2018-01-07 05:30:00+00:00,2018,729.81,19.45,2.62,65.66076956085186
2018-01-07 06:30:00+00:00,2018,739.91,20.78,2.76,66.07340718885686
2018-01-07 07:30:00+00:00,2018,679.86,21.04,3.17,61.15873463790751
2018-01-07 08:30:00+00:00,2018,553.71,21.48,3.17,50.600582127631874
2018-01-07 09:30:00+00:00,2018,374.76,21.5,3.1,35.09804914443
2018-01-07 10:30:00+00:00,2018,169.6,21.02,2.97,16.3599945472
2018-01-07 11:30:00+00:00,2018,9.9,19.74,2.07,0.9802671577875
2018-01-07 12:30:00+00:00,2018,0.0,17.68,2.41,0.0
2018-01-07 13:30:00+00:00,2018,0.0,16.08,2.28,0.0
2018-01-07 14:30:00+00:00,2018,0.0,14.94,2.07,0.0
2018-01-07 15:30:00+00:00,2018,0.0,13.63,1.72,0.0
2018-01-07 16:30:00+00:00,2018,0.0,12.3,1.45,0.0
2018-01-07 17:30:00+00:00,2018,0.0,11.24,1.59,0.0
2018-01-07 18:30:00+00:00,2018,0.0,10.31,1.93,0.0
2018-01-07 19:30:00+00:00,2018,0.0,9.89,2.14,0.0
2018-01-07 20:30:00+00:00,2018,0.0,9.67,2.21,0.0
2018-01-07 21:30:00+00:00,2018,0.0,9.4,2.21,0.0
2018-01-07 22:30:00+00:00,2018,0.0,9.07,2.14,0.0
2018-01-07 23:30:00+00:00,2018,0.0,8.74,2.07,0.0
2018-01-08 00:30:00+00:00,2018,0.0,8.39,2.0,0.0
2018-01-08 01:30:00+00:00,2018,97.45,8.05,1.86,10.004681806046875
2018-01-08 02:30:00+00:00,2018,298.51,10.57,1.03,29.575886187671873
2018-01-08 03:30:00+00:00,2018,492.26,15.2,1.24,46.6295425715675
2018-01-08 04:30:00+00:00,2018,640.26,17.87,1.93,58.746065097487495
2018-01-08 05:30:00+00:00,2018,725.51,19.54,2.97,65.28701599401688
2018-01-08 06:30:00+00:00,2018,736.26,20.56,3.38,65.84766775392751
2018-01-08 07:30:00+00:00,2018,678.21,20.94,3.52,61.05218134404189
2018-01-08 08:30:00+00:00,2018,553.16,21.3,3.45,50.59475824163
2018-01-08 09:30:00+00:00,2018,375.11,21.32,3.38,35.15666440209687
2018-01-08 10:30:00+00:00,2018,170.55,20.87,3.17,16.45999322914687
2018-01-08 11:30:00+00:00,2018,10.3,19.71,2.21,1.0199473454874999
2018-01-08 12:30:00+00:00,2018,0.0,17.76,2.21,0.0
2018-01-08 13:30:00+00:00,2018,0.0,16.28,2.07,0.0
2018-01-08 14:30:00+00:00,2018,0.0,15.05,1.86,0.0
2018-01-08 15:30:00+00:00,2018,0.0,13.63,1.72,0.0
2018-01-08 16:30:00+00:00,2018,0.0,12.31,1.66,0.0
2018-01-08 17:30:00+00:00,2018,0.0,11.35,1.79,0.0
2018-01-08 18:30:00+00:00,2018,0.0,10.75,2.07,0.0
2018-01-08 19:30:00+00:00,2018,0.0,10.46,2.14,0.0
2018-01-08 20:30:00+00:00,2018,0.0,10.21,2.21,0.0
2018-01-08 21:30:00+00:00,2018,0.0,9.9,2.14,0.0
2018-01-08 22:30:00+00:00,2018,0.0,9.56,2.14,0.0
2018-01-08 23:30:00+00:00,2018,0.0,9.24,2.14,0.0
2018-01-09 00:30:00+00:00,2018,0.0,8.94,2.14,0.0
2018-01-09 01:30:00+00:00,2018,98.0,8.67,2.14,10.035707591000001
2018-01-09 02:30:00+00:00,2018,301.41,10.56,1.45,29.853313178461875
2018-01-09 03:30:00+00:00,2018,497.16,15.68,1.66,46.96546217571
2018-01-09 04:30:00+00:00,2018,646.56,18.36,2.41,59.143183100639995
2018-01-09 05:30:00+00:00,2018,732.4100000000001,20.0,3.24,65.70633592437689
2018-01-09 06:30:00+00:00,2018,744.86,21.06,3.31,66.38352995612749
2018-01-09 07:30:00+00:00,2018,686.21,21.44,3.31,61.56266654204186
2018-01-09 08:30:00+00:00,2018,560.61,21.89,3.17,51.08824799124188
2018-01-09 09:30:00+00:00,2018,381.31,21.93,3.03,35.61289169998187
2018-01-09 10:30:00+00:00,2018,175.05,21.5,2.9,16.839336435046878
2018-01-09 11:30:00+00:00,2018,10.7,20.24,2.07,1.0571920959874999
2018-01-09 12:30:00+00:00,2018,0.0,18.23,2.28,0.0
2018-01-09 13:30:00+00:00,2018,0.0,16.68,2.0,0.0
2018-01-09 14:30:00+00:00,2018,0.0,15.25,1.66,0.0
2018-01-09 15:30:00+00:00,2018,0.0,13.59,1.45,0.0
2018-01-09 16:30:00+00:00,2018,0.0,12.58,1.45,0.0
2018-01-09 17:30:00+00:00,2018,0.0,11.51,1.66,0.0
2018-01-09 18:30:00+00:00,2018,0.0,10.66,1.86,0.0
2018-01-09 19:30:00+00:00,2018,0.0,10.33,2.07,0.0
2018-01-09 20:30:00+00:00,2018,0.0,10.17,2.21,0.0
2018-01-09 21:30:00+00:00,2018,0.0,9.99,2.21,0.0
2018-01-09 22:30:00+00:00,2018,0.0,9.73,2.21,0.0
2018-01-09 23:30:00+00:00,2018,0.0,9.44,2.21,0.0
2018-01-10 00:30:00+00:00,2018,0.0,9.12,2.14,0.0
2018-01-10 01:30:00+00:00,2018,97.75,8.82,2.14,10.004443913546877
2018-01-10 02:30:00+00:00,2018,300.81,10.66,1.52,29.783928673486876
2018-01-10 03:30:00+00:00,2018,496.26,15.54,1.86,46.9144323204075
2018-01-10 04:30:00+00:00,2018,646.16,18.03,2.62,59.19675526556001
2018-01-10 05:30:00+00:00,2018,732.71,19.75,3.1,65.80507769517689
2018-01-10 06:30:00+00:00,2018,746.86,20.99,3.1,66.56405630110748
2018-01-10 07:30:00+00:00,2018,688.91,21.65,3.17,61.72227457415188
2018-01-10 08:30:00+00:00,2018,563.5600000000001,22.18,3.17,51.26933265931001
2018-01-10 09:30:00+00:00,2018,384.26,22.3,3.03,35.816056078167506
2018-01-10 10:30:00+00:00,2018,177.65,21.89,2.9,17.055342866271875
2018-01-10 11:30:00+00:00,2018,11.1,20.66,2.14,1.0947574702875
2018-01-10 12:30:00+00:00,2018,0.0,18.51,2.41,0.0
2018-01-10 13:30:00+00:00,2018,0.0,16.91,2.14,0.0
2018-01-10 14:30:00+00:00,2018,0.0,15.68,1.79,0.0
2018-01-10 15:30:00+00:00,2018,0.0,14.15,1.59,0.0
2018-01-10 16:30:00+00:00,2018,0.0,12.85,1.52,0.0
2018-01-10 17:30:00+00:00,2018,0.0,11.98,1.59,0.0
2018-01-10 18:30:00+00:00,2018,0.0,11.11,1.72,0.0
2018-01-10 19:30:00+00:00,2018,0.0,10.73,2.21,0.0
2018-01-10 20:30:00+00:00,2018,0.0,10.5,2.14,0.0
2018-01-10 21:30:00+00:00,2018,0.0,10.22,2.0,0.0
2018-01-10 22:30:00+00:00,2018,0.0,9.79,1.79,0.0
2018-01-10 23:30:00+00:00,2018,0.0,9.51,1.59,0.0
2018-01-11 00:30:00+00:00,2018,0.0,9.67,1.31,0.0
2018-01-11 01:30:00+00:00,2018,96.19999999999999,9.74,1.17,9.811647499549998
2018-01-11 02:30:00+00:00,2018,297.51,12.04,0.69,29.302423291516877
2018-01-11 03:30:00+00:00,2018,492.11,15.88,0.9,46.47994331513187
2018-01-11 04:30:00+00:00,2018,641.06,18.71,1.79,58.593557673927485
2018-01-11 05:30:00+00:00,2018,727.01,20.25,2.69,65.19782345660188
2018-01-11 06:30:00+00:00,2018,740.26,21.29,2.9,65.9475565924075
2018-01-11 07:30:00+00:00,2018,683.56,21.42,2.97,61.353555820749996
2018-01-11 08:30:00+00:00,2018,559.3100000000001,21.91,3.1,50.97447899111188
2018-01-11 09:30:00+00:00,2018,380.76,22.01,3.03,35.55178023219
2018-01-11 10:30:00+00:00,2018,176.7,21.65,2.83,16.983551974687497
2018-01-11 11:30:00+00:00,2018,11.4,20.56,1.86,1.1247664051500001
2018-01-11 12:30:00+00:00,2018,0.0,18.72,2.14,0.0
2018-01-11 13:30:00+00:00,2018,0.0,16.98,2.14,0.0
2018-01-11 14:30:00+00:00,2018,0.0,15.59,2.21,0.0
2018-01-11 15:30:00+00:00,2018,0.0,14.54,2.34,0.0
2018-01-11 16:30:00+00:00,2018,0.0,13.85,2.28,0.0
2018-01-11 17:30:00+00:00,2018,0.0,13.26,2.14,0.0
2018-01-11 18:30:00+00:00,2018,0.0,12.72,2.0,0.0
2018-01-11 19:30:00+00:00,2018,0.0,12.09,1.86,0.0
2018-01-11 20:30:00+00:00,2018,0.0,11.26,1.31,0.0
2018-01-11 21:30:00+00:00,2018,0.0,12.25,0.69,0.0
2018-01-11 22:30:00+00:00,2018,0.0,11.98,0.14,0.0
2018-01-11 23:30:00+00:00,2018,0.0,11.78,0.48,0.0
2018-01-12 00:30:00+00:00,2018,0.0,11.41,0.76,0.0
2018-01-12 01:30:00+00:00,2018,91.69999999999999,10.43,0.97,9.332158829787497
2018-01-12 02:30:00+00:00,2018,287.51,12.58,0.48,28.29085356030687
2018-01-12 03:30:00+00:00,2018,478.76,16.46,0.69,45.18727558139
2018-01-12 04:30:00+00:00,2018,625.46,18.96,1.31,57.228219226227495
2018-01-12 05:30:00+00:00,2018,711.26,20.4,2.07,63.88452760076751
2018-01-12 06:30:00+00:00,2018,690.11,21.43,2.55,61.881097523181865
2018-01-12 07:30:00+00:00,2018,671.01,21.74,2.55,60.246852899341874
2018-01-12 08:30:00+00:00,2018,532.6600000000001,22.19,2.69,48.66561073330751
2018-01-12 09:30:00+00:00,2018,370.01,22.22,2.69,34.567030628196875
2018-01-12 10:30:00+00:00,2018,172.10000000000002,21.83,2.55,16.538880539487504
2018-01-12 11:30:00+00:00,2018,11.65,20.8,1.93,1.1482561649218748
2018-01-12 12:30:00+00:00,2018,0.0,18.72,2.34,0.0
2018-01-12 13:30:00+00:00,2018,0.0,17.17,2.28,0.0
2018-01-12 14:30:00+00:00,2018,0.0,16.13,2.28,0.0
2018-01-12 15:30:00+00:00,2018,0.0,15.31,2.28,0.0
2018-01-12 16:30:00+00:00,2018,0.0,14.62,2.21,0.0
2018-01-12 17:30:00+00:00,2018,0.0,14.03,2.14,0.0
2018-01-12 18:30:00+00:00,2018,0.0,13.55,2.0,0.0
2018-01-12 19:30:00+00:00,2018,0.0,12.83,1.66,0.0
2018-01-12 20:30:00+00:00,2018,0.0,12.06,1.24,0.0
2018-01-12 21:30:00+00:00,2018,0.0,12.91,0.76,0.0
2018-01-12 22:30:00+00:00,2018,0.0,12.86,0.55,0.0
2018-01-12 23:30:00+00:00,2018,0.0,12.71,0.69,0.0
2018-01-13 00:30:00+00:00,2018,0.0,12.33,0.76,0.0
2018-01-13 01:30:00+00:00,2018,90.7,10.93,1.1,9.213069601787499
2018-01-13 02:30:00+00:00,2018,285.31,13.03,0.62,28.030059852581875
2018-01-13 03:30:00+00:00,2018,476.26,16.81,0.76,44.898564173927504
2018-01-13 04:30:00+00:00,2018,623.06,19.34,1.03,56.9312049197075
2018-01-13 05:30:00+00:00,2018,707.11,20.86,1.93,63.41662422803687
2018-01-13 06:30:00+00:00,2018,695.16,21.77,2.34,62.19293864715001
2018-01-13 07:30:00+00:00,2018,658.0600000000001,21.37,2.0,59.291821697387505
2018-01-13 08:30:00+00:00,2018,539.11,21.9,2.14,49.27432827647688
2018-01-13 09:30:00+00:00,2018,370.36,22.02,2.28,34.62825491875
2018-01-13 10:30:00+00:00,2018,173.4,21.76,2.34,16.66588621515
2018-01-13 11:30:00+00:00,2018,11.75,20.89,1.79,1.157666656296875
2018-01-13 12:30:00+00:00,2018,0.0,19.26,2.0,0.0
2018-01-13 13:30:00+00:00,2018,0.0,17.83,1.93,0.0
2018-01-13 14:30:00+00:00,2018,0.0,16.81,1.72,0.0
2018-01-13 15:30:00+00:00,2018,0.0,15.81,1.72,0.0
2018-01-13 16:30:00+00:00,2018,0.0,14.92,1.86,0.0
2018-01-13 17:30:00+00:00,2018,0.0,14.18,1.93,0.0
2018-01-13 18:30:00+00:00,2018,0.0,13.56,1.93,0.0
2018-01-13 19:30:00+00:00,2018,0.0,12.89,1.86,0.0
2018-01-13 20:30:00+00:00,2018,0.0,12.33,1.72,0.0
2018-01-13 21:30:00+00:00,2018,0.0,11.72,1.52,0.0
2018-01-13 22:30:00+00:00,2018,0.0,11.11,1.38,0.0
2018-01-13 23:30:00+00:00,2018,0.0,10.62,1.38,0.0
2018-01-14 00:30:00+00:00,2018,0.0,10.14,1.66,0.0
2018-01-14 01:30:00+00:00,2018,92.6,9.89,1.86,9.443060963149996
2018-01-14 02:30:00+00:00,2018,289.15999999999997,11.87,1.17,28.530779240749993
2018-01-14 03:30:00+00:00,2018,481.56,16.38,1.38,45.45007932650999
2018-01-14 04:30:00+00:00,2018,635.9599999999999,18.96,1.93,58.10393227379
2018-01-14 05:30:00+00:00,2018,695.96,20.3,2.0,62.674217944430005
2018-01-14 06:30:00+00:00,2018,449.5,21.16,1.93,41.7323527466875
2018-01-14 07:30:00+00:00,2018,439.25,20.78,2.07,40.90604636267187
2018-01-14 08:30:00+00:00,2018,412.65,21.01,2.28,38.52994576744686
2018-01-14 09:30:00+00:00,2018,335.51,21.09,2.48,31.645797175566866
2018-01-14 10:30:00+00:00,2018,142.60000000000002,20.92,2.55,13.810341665950002
2018-01-14 11:30:00+00:00,2018,11.6,20.18,2.21,1.1462654318
2018-01-14 12:30:00+00:00,2018,0.0,18.59,2.14,0.0
2018-01-14 13:30:00+00:00,2018,0.0,17.68,2.07,0.0
2018-01-14 14:30:00+00:00,2018,0.0,17.11,1.93,0.0
2018-01-14 15:30:00+00:00,2018,0.0,16.63,1.79,0.0
2018-01-14 16:30:00+00:00,2018,0.0,16.2,1.79,0.0
2018-01-14 17:30:00+00:00,2018,0.0,15.78,1.86,0.0
2018-01-14 18:30:00+00:00,2018,0.0,15.27,1.93,0.0
2018-01-14 19:30:00+00:00,2018,0.0,14.99,1.93,0.0
2018-01-14 20:30:00+00:00,2018,0.0,14.62,1.86,0.0
2018-01-14 21:30:00+00:00,2018,0.0,13.63,1.72,0.0
2018-01-14 22:30:00+00:00,2018,0.0,12.44,1.52,0.0
2018-01-14 23:30:00+00:00,2018,0.0,11.69,1.52,0.0
2018-01-15 00:30:00+00:00,2018,0.0,11.01,1.45,0.0
2018-01-15 01:30:00+00:00,2018,91.44999999999999,10.29,1.59,9.312223749596875
2018-01-15 02:30:00+00:00,2018,279.81,12.42,0.9,27.57884613792187
2018-01-15 03:30:00+00:00,2018,471.51,16.59,0.97,44.52154070356687
2018-01-15 04:30:00+00:00,2018,635.41,19.37,1.45,57.95199618817186
2018-01-15 05:30:00+00:00,2018,720.4599999999999,21.07,2.14,64.4298196637875
2018-01-15 06:30:00+00:00,2018,711.3599999999999,22.08,2.76,63.405726284159975
2018-01-15 07:30:00+00:00,2018,668.3599999999999,22.19,2.55,59.90894034586999
2018-01-15 08:30:00+00:00,2018,542.81,22.58,2.34,49.436560896756866
2018-01-15 09:30:00+00:00,2018,387.16,22.69,2.28,36.01055040787
2018-01-15 10:30:00+00:00,2018,186.55,22.38,2.28,17.851412241446877
2018-01-15 11:30:00+00:00,2018,13.15,21.41,1.66,1.292581223321875
2018-01-15 12:30:00+00:00,2018,0.0,19.82,1.86,0.0
2018-01-15 13:30:00+00:00,2018,0.0,18.22,1.52,0.0
2018-01-15 14:30:00+00:00,2018,0.0,16.59,1.03,0.0
2018-01-15 15:30:00+00:00,2018,0.0,16.16,0.83,0.0
2018-01-15 16:30:00+00:00,2018,0.0,14.9,1.03,0.0
2018-01-15 17:30:00+00:00,2018,0.0,14.07,1.1,0.0
2018-01-15 18:30:00+00:00,2018,0.0,13.43,1.17,0.0
2018-01-15 19:30:00+00:00,2018,0.0,12.49,1.31,0.0
2018-01-15 20:30:00+00:00,2018,0.0,11.95,1.31,0.0
2018-01-15 21:30:00+00:00,2018,0.0,11.09,1.52,0.0
2018-01-15 22:30:00+00:00,2018,0.0,10.59,1.59,0.0
2018-01-15 23:30:00+00:00,2018,0.0,10.46,1.52,0.0
2018-01-16 00:30:00+00:00,2018,0.0,10.67,1.24,0.0
2018-01-16 01:30:00+00:00,2018,91.15,10.69,1.1,9.267169507271873
2018-01-16 02:30:00+00:00,2018,286.81,13.32,0.55,28.138063561196873
2018-01-16 03:30:00+00:00,2018,489.11,17.54,0.69,45.88449605526687
2018-01-16 04:30:00+00:00,2018,640.8100000000001,20.36,1.59,58.14198809918689
2018-01-16 05:30:00+00:00,2018,729.21,21.67,2.69,64.95284006599688
